#{"t_start": 1729737768.0667076, "env_id": "None"}
r,l,t
36.422279,365,2706.993509
36.279234,365,2707.919504
36.572133,365,2709.7745
36.290267,365,2710.711476
36.805697,365,2711.631513
36.815647,365,2712.549476
36.806326,365,2713.3515
36.706827,365,2715.2175
36.814112,365,2716.077061
36.529418,365,2716.989062
36.834343,365,2717.930156
36.757798,365,2718.870155
36.705506,365,2719.757131
36.35291,365,2721.688214
36.841415,365,2722.516207
36.738704,365,2723.483206
36.785984,365,2728.595184
36.789389,365,2729.522207
36.595321,365,2731.427184
36.858836,365,2732.337184
36.826547,365,2733.223214
36.891498,365,2734.106183
36.807541,365,2734.994183
36.884769,365,2735.932215
36.83057,365,2737.753306
36.835083,365,2738.671311
36.419444,365,2739.755313
36.674447,365,2740.663306
36.685398,365,2741.530282
36.795361,365,2742.400282
36.553203,365,2744.260282
36.777828,365,2745.160282
36.772358,365,2746.092307
36.872507,365,2746.939282
36.672667,365,2747.792282
36.80346,365,2749.688282
36.813093,365,2750.529281
36.796582,365,2751.436282
36.85395,365,2752.293282
36.830443,365,2753.209306
36.752904,365,2754.061307
36.751044,365,2755.963315
36.790281,365,2756.727793
36.248323,365,2761.717792
36.36913,365,2762.62438
36.667036,365,2763.524353
36.28819,365,2765.379354
36.706688,365,2766.315861
36.84538,365,2767.215861
36.802069,365,2768.080861
36.771707,365,2768.902901
36.886614,365,2769.792892
36.783029,365,2771.685885
36.671781,365,2772.613885
36.830887,365,2773.52186
36.785204,365,2774.399884
36.823219,365,2775.201885
36.64863,365,2776.11286
36.81288,365,2777.878861
36.546234,365,2778.829895
36.718235,365,2779.68586
36.663842,365,2780.56986
36.725814,365,2781.448887
36.773612,365,2783.327861
36.591867,365,2784.227884
36.811499,365,2785.089891
36.660937,365,2786.015885
36.377021,365,2786.928107
36.585732,365,2787.752108
36.631471,365,2789.633075
36.62954,365,2794.737113
36.637845,365,2795.601104
36.778646,365,2796.566075
36.761828,365,2797.467106
36.852891,365,2798.352075
36.714052,365,2800.211105
36.751354,365,2801.091075
36.849079,365,2801.923075
36.425014,365,2802.821075
36.715567,365,2803.675115
36.497013,365,2805.569105
36.472441,365,2806.548113
36.69713,365,2807.471109
36.85922,365,2808.379075
36.82073,365,2809.182106
36.45144,365,2810.084109
36.694792,365,2811.916107
36.632893,365,2812.877106
36.756284,365,2813.756075
36.713618,365,2814.718105
36.736552,365,2815.660075
36.724971,365,2817.543074
35.942401,365,2818.433105
36.739912,365,2819.383104
36.734737,365,2820.316105
36.816599,365,2821.235075
36.743967,365,2822.042075
36.471746,365,2823.902105
36.815723,365,2828.754075
36.729958,365,2829.638116
36.81846,365,2830.497111
36.846645,365,2831.398113
36.714031,365,2832.340075
36.534747,365,2834.216075
36.702804,365,2835.126105
36.754626,365,2835.995115
36.603762,365,2836.945111
36.464985,365,2837.881151
36.534061,365,2839.679149
36.634319,365,2840.576149
36.707271,365,2841.478118
36.604939,365,2842.351149
36.645254,365,2843.28615
36.562661,365,2844.194118
36.530487,365,2845.997118
36.761977,365,2846.874691
36.768175,365,2847.784723
36.406367,365,2848.697733
36.525862,365,2849.639692
36.621139,365,2851.472692
36.680724,365,2852.420723
36.690866,365,2853.362691
35.823949,365,2854.297721
36.682713,365,2855.149727
36.464205,365,2856.030691
36.384406,365,2862.098213
36.003979,365,2862.996233
36.477686,365,2863.8012
36.120974,365,2864.7042
36.294844,365,2865.548229
36.502352,365,2866.4242
36.201035,365,2868.262321
36.786098,365,2869.061324
36.663573,365,2869.966446
36.403976,365,2870.882521
36.570161,365,2871.649617
36.600851,365,2873.42894
36.510184,365,2874.221939
36.042266,365,2875.132909
36.726669,365,2876.021947
36.248292,365,2876.932947
36.644249,365,2877.854978
36.673869,365,2879.767548
36.643943,365,2880.691541
36.521765,365,2881.581511
36.220446,365,2882.426511
36.593551,365,2883.328541
36.460395,365,2885.17151
36.362768,365,2886.093511
36.672797,365,2887.039569
36.400474,365,2887.935568
36.405088,365,2888.734535
36.588554,365,2889.676535
35.805248,365,2895.579535
36.15906,365,2896.545535
36.43419,365,2897.452535
35.905746,365,2898.352565
35.930423,365,2899.274535
36.539773,365,2900.181535
36.321728,365,2902.056568
33.047761,365,2902.981535
33.126656,365,2903.972565
36.156392,365,2904.953535
36.177478,365,2905.877535
35.84021,365,2907.763535
34.116232,365,2908.608564
35.573386,365,2909.550535
36.036008,365,2910.446534
35.928126,365,2911.328577
35.014568,365,2912.280565
35.992831,365,2914.163573
34.036754,365,2915.120544
35.720139,365,2916.06857
36.367764,365,2916.887535
35.796777,365,2917.886532
35.487477,365,2918.833229
35.796909,365,2920.731221
34.639835,365,2921.636228
36.449473,365,2922.564222
36.22536,365,2923.489191
30.909989,365,2928.653228
35.88319,365,2930.50323
35.995563,365,2931.407221
36.406634,365,2932.306221
35.303951,365,2933.284191
36.343153,365,2934.18919
35.700036,365,2935.14122
35.48934,365,2937.064222
36.162866,365,2937.965227
36.181431,365,2938.920191
35.776434,365,2939.78119
36.357427,365,2940.70919
35.087325,365,2942.59519
35.918958,365,2943.575228
35.619723,365,2944.48319
36.556102,365,2945.330191
35.381248,365,2946.246221
34.004755,365,2947.22019
35.500954,365,2949.050191
36.542216,365,2950.01019
35.093607,365,2950.972191
36.08809,365,2951.86819
36.329873,365,2952.784229
35.680602,365,2953.675228
35.192258,365,2955.61422
36.579584,365,2956.41619
34.898693,365,2957.33519
35.636499,365,2962.272446
35.051821,365,2963.202406
36.341553,365,2965.064437
36.204849,365,2965.951447
36.437603,365,2966.881444
36.657455,365,2967.786456
36.401505,365,2968.691455
36.324986,365,2969.577423
36.622963,365,2971.438461
36.046235,365,2972.326932
36.13317,365,2973.252963
35.334969,365,2974.239932
35.860119,365,2975.117963
35.528598,365,2976.981932
36.6497,365,2977.893971
36.515348,365,2978.840963
36.001862,365,2979.745932
36.609664,365,2980.686932
36.44846,365,2981.578932
36.432969,365,2983.454932
36.276824,365,2984.390962
36.539464,365,2985.29597
36.460207,365,2986.259932
36.307513,365,2987.150967
36.419323,365,2988.07697
36.567626,365,2989.944961
35.026099,365,2990.873932
35.962174,365,2991.835932
31.582067,365,2997.192964
36.163896,365,2998.023932
35.313504,365,2999.882932
36.627291,365,3000.838962
35.449532,365,3001.697962
36.361711,365,3002.554931
36.489642,365,3003.479932
34.742954,365,3004.400962
36.300844,365,3006.283962
35.718253,365,3007.186932
36.336132,365,3008.122932
36.249916,365,3009.089974
36.122121,365,3009.999932
36.535254,365,3011.823933
36.640055,365,3012.729963
36.157632,365,3013.671932
35.93351,365,3014.594973
35.603137,365,3015.530941
36.299169,365,3016.479963
36.374092,365,3018.325932
34.508908,365,3019.308932
34.10791,365,3020.224963
36.535918,365,3021.175963
36.601733,365,3022.067932
36.340018,365,3023.035932
36.57208,365,3024.771961
36.052104,365,3025.699932
36.59315,365,3030.764933
36.067266,365,3031.731931
36.553545,365,3032.564932
36.56084,365,3034.478932
36.371071,365,3035.403962
36.545393,365,3036.272976
36.529074,365,3037.147932
36.509537,365,3038.191969
36.421022,365,3039.141968
36.437225,365,3040.951971
36.481039,365,3041.893932
36.486276,365,3042.763372
36.448988,365,3043.598373
36.470945,365,3044.490334
36.640821,365,3045.377334
36.260714,365,3047.196334
36.688994,365,3048.203372
36.617431,365,3049.118334
36.32639,365,3050.024334
36.518978,365,3050.915371
36.667981,365,3052.832334
36.623048,365,3053.714335
36.097728,365,3054.656333
36.318366,365,3055.581334
36.664517,365,3056.510334
36.443746,365,3057.448335
36.645503,365,3059.289373
36.682467,365,3060.196371
36.570839,365,3065.326833
36.664494,365,3066.206862
36.439461,365,3067.171833
36.488485,365,3069.041832
36.054871,365,3069.932833
36.357336,365,3070.715865
36.625267,365,3071.610874
36.183259,365,3072.573866
36.425629,365,3073.43387
36.572799,365,3075.344864
36.306238,365,3076.27387
36.72898,365,3077.149863
36.597096,365,3077.956872
36.537368,365,3078.722867
36.465809,365,3079.645833
36.086739,365,3081.591864
36.258602,365,3082.512871
36.471616,365,3083.485834
36.642871,365,3084.411833
36.487972,365,3085.299833
36.254428,365,3087.156833
36.691258,365,3088.071873
36.499125,365,3089.061872
36.670241,365,3089.961863
36.657792,365,3090.863863
36.238716,365,3091.736833
36.632297,365,3093.602864
36.429943,365,3098.674406
36.119119,365,3099.696435
35.420449,365,3100.662405
36.278683,365,3101.593436
36.677988,365,3103.498405
36.498227,365,3104.404436
36.609296,365,3105.359436
36.429732,365,3106.291437
36.535855,365,3107.200406
36.55578,365,3108.067496
36.610249,365,3109.913271
36.559327,365,3110.837764
36.237635,365,3111.763345
36.694163,365,3112.587315
36.393678,365,3113.498351
35.910964,365,3114.442352
36.527043,365,3116.342351
36.51894,365,3117.171866
36.527706,365,3118.046021
36.719582,365,3118.921024
36.736082,365,3119.851991
36.72768,365,3121.67499
36.099843,365,3122.597341
36.75025,365,3123.540313
36.758792,365,3124.402312
36.524463,365,3125.324312
36.823186,365,3126.133312
36.775684,365,3132.124413
36.582028,365,3133.047421
36.210151,365,3133.949383
36.768152,365,3134.857414
36.635359,365,3135.789383
36.446577,365,3137.646382
36.253171,365,3138.594419
36.733584,365,3139.529382
36.746331,365,3140.389411
36.659474,365,3141.310383
36.420336,365,3142.274413
36.628575,365,3144.084021
36.607674,365,3144.948041
36.81057,365,3145.85404
36.693543,365,3146.794077
36.660893,365,3147.743341
36.681683,365,3148.58731
36.805595,365,3150.40831
36.793565,365,3151.238339
36.680368,365,3152.147352
36.79812,365,3153.038342
36.793379,365,3153.993343
36.690175,365,3155.861311
36.61248,365,3156.714341
36.31341,365,3157.66634
36.74501,365,3158.55131
36.741039,365,3159.464345
36.701846,365,3160.38131
36.650323,365,3166.43831
36.776906,365,3167.299341
36.671684,365,3168.194358
36.786098,365,3169.015358
36.474943,365,3170.055359
36.621003,365,3170.951359
36.159544,365,3172.87939
36.683964,365,3173.806359
36.597381,365,3174.696358
36.207978,365,3175.662358
36.733586,365,3176.585359
36.224932,365,3178.4904
36.525176,365,3179.402359
36.84162,365,3180.274358
36.587709,365,3181.119396
36.384156,365,3182.046389
36.794312,365,3182.964688
36.661984,365,3184.831686
36.82408,365,3185.67365
36.740374,365,3186.60568
36.579271,365,3187.54468
36.850547,365,3188.522649
36.534895,365,3190.46265
36.834708,365,3191.355649
36.876043,365,3192.249683
36.355554,365,3193.198688
36.80155,365,3194.101688
36.892378,365,3199.095687
36.58807,365,3201.032687
36.486968,365,3201.962727
36.876901,365,3202.810725
36.782994,365,3203.690688
36.715238,365,3204.679758
36.755647,365,3205.530718
36.787595,365,3207.512723
36.61785,365,3208.387687
36.718611,365,3209.359688
36.836449,365,3210.160716
36.816645,365,3211.108724
36.782501,365,3213.037687
36.730314,365,3213.968719
36.52394,365,3214.869687
36.669206,365,3215.740688
36.818463,365,3216.676688
36.437863,365,3217.553726
36.555939,365,3219.460717
36.766446,365,3220.328687
36.852261,365,3221.267687
36.695924,365,3222.247686
36.752725,365,3223.147717
36.675978,365,3225.043686
36.689319,365,3226.003717
36.818465,365,3226.954687
36.381431,365,3227.854687
36.475396,365,3228.846229
36.712011,365,3233.930235
36.693105,365,3235.786235
36.808668,365,3236.611273
36.489054,365,3237.487275
36.666349,365,3238.375235
36.354469,365,3239.285235
36.834943,365,3240.115266
36.776481,365,3242.002266
36.813397,365,3242.928235
36.825257,365,3243.939268
36.733836,365,3244.827265
36.894155,365,3245.668264
36.485349,365,3247.418235
36.836384,365,3248.233235
36.760488,365,3249.144266
36.870054,365,3250.023265
36.76754,365,3250.993272
36.863848,365,3251.934276
36.721229,365,3253.837745
36.288491,365,3254.825746
36.855731,365,3255.641776
36.87385,365,3256.514783
36.813397,365,3257.411745
36.834158,365,3259.268745
36.671489,365,3260.216746
36.784637,365,3261.129757
36.723566,365,3262.073775
36.789334,365,3266.981565
36.823538,365,3267.849589
36.675899,365,3269.711589
36.883112,365,3270.593596
36.490891,365,3271.494565
36.829189,365,3272.381565
36.555695,365,3273.345565
36.494853,365,3274.227597
36.687505,365,3276.097589
36.349299,365,3276.993595
36.810124,365,3277.77759
36.803114,365,3278.659565
36.844135,365,3279.545565
36.646918,365,3281.359594
36.853491,365,3282.245565
36.840937,365,3283.183596
36.831558,365,3284.086589
36.850615,365,3285.003565
36.864309,365,3285.900565
36.82501,365,3287.82582
36.352117,365,3288.78882
36.377746,365,3289.775847
36.51907,365,3290.69882
36.718826,365,3291.620821
36.803506,365,3292.489845
36.821557,365,3294.412844
36.876319,365,3295.31582
36.776639,365,3300.44985
36.794086,365,3301.46585
36.58093,365,3302.241852
36.603902,365,3304.1059
36.681586,365,3304.964924
36.28584,365,3305.914924
36.837638,365,3306.773923
36.806843,365,3307.659905
36.734228,365,3308.528924
36.674979,365,3310.3599
36.487956,365,3311.2869
36.668186,365,3312.201899
36.739019,365,3313.101972
36.730806,365,3314.008942
36.801705,365,3315.830942
36.773162,365,3316.838942
36.779286,365,3317.773972
36.82129,365,3318.578977
36.406643,365,3319.514967
36.358185,365,3320.413966
36.777602,365,3322.181942
36.826104,365,3323.029942
36.770903,365,3323.851941
36.746426,365,3324.816943
36.366697,365,3325.785971
36.873666,365,3326.660942
36.685778,365,3328.475942
36.524086,365,3329.38845
36.704111,365,3334.249018
36.654929,365,3335.160018
36.795002,365,3336.032042
36.623322,365,3337.779041
36.793057,365,3338.689595
36.812954,365,3339.625621
36.692352,365,3340.539595
36.539646,365,3341.477134
36.793914,365,3342.398101
36.86749,365,3344.177101
36.783593,365,3345.08249
36.736125,365,3345.944488
36.286562,365,3346.902202
36.382666,365,3347.832475
36.685581,365,3349.64323
36.53001,365,3350.55023
36.484474,365,3351.498254
36.473068,365,3352.466229
36.629053,365,3353.44223
36.845883,365,3354.295268
36.547474,365,3356.181304
36.424717,365,3357.127269
36.79909,365,3358.059268
36.76245,365,3359.014267
36.605114,365,3359.907268
36.600977,365,3360.828291
36.681015,365,3362.723298
36.727009,365,3367.861467
36.795874,365,3368.761459
36.766155,365,3369.566731
36.669877,365,3370.416731
