#{"t_start": 1729737768.0667076, "env_id": "None"}
r,l,t
36.534947,365,1390.885445
36.580164,365,1391.804452
36.785092,365,1392.751459
36.737426,365,1393.652452
36.781328,365,1395.497419
36.613583,365,1396.459419
36.798631,365,1397.277419
36.457853,365,1398.15142
36.643642,365,1399.06442
36.685535,365,1399.959444
36.786573,365,1401.84342
36.335534,365,1402.81542
36.716498,365,1403.775458
36.819237,365,1404.58642
36.681658,365,1405.48142
36.604318,365,1407.309451
36.667607,365,1408.172451
36.392281,365,1409.14242
36.50043,365,1410.04745
36.556994,365,1410.863446
36.845097,365,1411.81745
36.565765,365,1417.917138
36.448797,365,1418.827242
36.806738,365,1419.672214
36.648873,365,1420.599213
36.615656,365,1421.460241
36.844601,365,1423.279213
36.642723,365,1424.213294
36.749975,365,1425.056317
36.606758,365,1425.971294
36.763621,365,1426.861294
35.804352,365,1427.729294
36.581898,365,1429.597294
36.357987,365,1430.57327
36.633024,365,1431.48427
36.87422,365,1432.329309
36.790615,365,1433.140301
36.812347,365,1434.00627
36.468009,365,1435.904309
36.538201,365,1436.81227
36.543628,365,1437.679715
36.806741,365,1438.628716
36.617166,365,1439.448718
36.593884,365,1441.355686
36.538682,365,1442.217686
36.558392,365,1443.173724
36.540992,365,1444.037686
36.517147,365,1444.776715
36.763829,365,1445.619193
36.439462,365,1451.345747
36.747984,365,1452.254777
35.847266,365,1453.178816
36.419252,365,1454.130794
36.625216,365,1455.108815
36.481759,365,1456.977786
36.505221,365,1457.908823
36.752146,365,1458.744785
36.760289,365,1459.590787
36.809221,365,1460.518785
36.637277,365,1461.365817
36.511241,365,1463.248822
36.55412,365,1464.153821
36.326952,365,1465.143816
36.053715,365,1466.091786
36.677872,365,1467.015785
36.77865,365,1467.899786
36.555384,365,1469.734814
36.627675,365,1470.638786
36.189687,365,1471.543786
36.123329,365,1472.408786
36.264975,365,1473.348785
36.746985,365,1475.159785
36.467062,365,1476.090786
36.667692,365,1477.005819
36.703164,365,1477.901824
36.37276,365,1478.856785
36.464005,365,1483.873816
36.206322,365,1485.836817
36.537032,365,1486.808816
36.583291,365,1487.743786
36.747193,365,1488.677786
36.383139,365,1489.589823
36.680096,365,1491.407298
36.65011,365,1492.281337
36.472914,365,1493.184328
36.552889,365,1494.082299
36.566621,365,1495.018328
36.683314,365,1495.897298
36.60092,365,1497.700336
36.018276,365,1498.627298
35.692527,365,1499.573328
36.692341,365,1500.530307
36.055461,365,1501.45733
36.553168,365,1502.281334
36.59823,365,1504.030328
36.630374,365,1504.954328
36.505862,365,1505.875809
36.764745,365,1506.717842
35.893672,365,1507.635809
36.678868,365,1509.506847
35.736361,365,1510.389809
36.721275,365,1511.323422
36.388341,365,1512.210401
36.270291,365,1517.26743
36.353114,365,1518.245423
36.227448,365,1520.079422
35.962424,365,1521.002431
36.522057,365,1521.870392
36.657006,365,1522.793429
36.671759,365,1523.667423
36.436417,365,1524.600423
36.267306,365,1526.526427
36.262644,365,1527.428392
36.423638,365,1528.368423
35.890931,365,1529.269392
36.390847,365,1530.214429
36.663425,365,1532.103391
35.393674,365,1533.003432
36.555158,365,1533.928392
36.661158,365,1534.764422
36.419677,365,1535.697392
36.336333,365,1536.604899
36.461604,365,1538.512931
36.236113,365,1539.436934
36.541357,365,1540.38693
36.18008,365,1541.204899
36.632774,365,1542.119931
34.416616,365,1544.023899
36.16672,365,1544.97493
36.486733,365,1545.841935
36.722564,365,1546.65793
36.366688,365,1551.773863
35.673779,365,1552.695867
36.466455,365,1554.479831
36.632383,365,1555.364867
36.654529,365,1556.195863
36.35521,365,1557.113869
36.357842,365,1557.977831
36.202001,365,1558.903868
36.201095,365,1560.815831
36.365896,365,1561.655869
35.993587,365,1562.518863
36.460059,365,1563.433831
36.676292,365,1564.40783
34.978174,365,1566.263863
36.330643,365,1567.181831
36.369016,365,1568.128831
36.226444,365,1569.038831
36.487104,365,1569.942863
34.257696,365,1570.864861
35.73834,365,1572.718861
36.505266,365,1573.548862
36.197564,365,1574.42586
36.384146,365,1575.324831
36.587131,365,1576.144831
36.369685,365,1578.009831
36.312734,365,1578.941868
36.656668,365,1579.895831
36.234089,365,1584.697068
36.326517,365,1585.605062
35.20784,365,1586.483038
35.570315,365,1588.360038
36.323499,365,1589.131069
36.413656,365,1590.009038
36.595863,365,1590.903038
36.417405,365,1591.854037
36.66134,365,1592.665572
36.253456,365,1594.565548
36.411764,365,1595.452579
36.50375,365,1596.394056
36.442719,365,1597.270055
36.731294,365,1598.149153
36.488373,365,1600.015177
36.567077,365,1600.927153
36.711445,365,1601.863153
36.701699,365,1602.754178
36.433033,365,1603.696184
36.541657,365,1604.611178
36.365646,365,1606.480153
36.7109,365,1607.339153
36.717569,365,1608.238177
36.379308,365,1609.200153
36.765626,365,1610.065154
36.485756,365,1611.841173
36.788188,365,1612.66945
36.638759,365,1613.634452
36.733753,365,1618.544382
36.768849,365,1619.486407
36.44761,365,1620.442406
36.446771,365,1622.308423
36.476192,365,1623.270957
36.469695,365,1624.193957
36.752817,365,1625.064956
36.724713,365,1625.921957
36.659208,365,1626.828999
36.798978,365,1628.639998
36.534614,365,1629.393998
36.567426,365,1630.264998
36.559238,365,1631.110999
36.45333,365,1632.078029
36.73582,365,1633.927998
36.774992,365,1634.825998
36.584564,365,1635.740999
36.413814,365,1636.673998
36.732448,365,1637.580056
36.784715,365,1638.446057
36.533639,365,1640.348056
36.691346,365,1641.268087
36.680843,365,1642.058079
36.715069,365,1642.913085
36.658661,365,1643.791081
36.742287,365,1644.620056
36.648976,365,1646.513087
36.620755,365,1651.674631
36.600259,365,1652.604122
36.776261,365,1653.50522
36.802958,365,1654.430214
36.579096,365,1656.329221
36.800767,365,1657.196251
36.766079,365,1658.125146
36.802274,365,1659.000237
36.785976,365,1659.892261
36.842554,365,1660.717261
36.789099,365,1662.520276
36.484684,365,1663.467307
36.724494,365,1664.350307
36.677617,365,1665.123331
36.767473,365,1666.047306
36.799484,365,1667.937335
36.72716,365,1668.820331
36.781343,365,1669.760331
36.514324,365,1670.647336
36.70241,365,1671.501306
36.421162,365,1672.390354
36.467277,365,1674.293377
36.646545,365,1675.254378
36.616081,365,1676.126354
36.702625,365,1676.997354
36.42321,365,1677.909386
36.328908,365,1678.915385
36.649193,365,1684.856354
36.527129,365,1685.772388
36.662629,365,1686.634354
36.806971,365,1687.575415
36.680104,365,1688.542418
36.781574,365,1690.378389
36.475399,365,1691.364389
36.433947,365,1692.361986
36.470572,365,1693.246993
36.455412,365,1694.119962
36.596206,365,1695.035993
36.82626,365,1696.871986
36.531537,365,1697.744001
36.761175,365,1698.623037
36.832983,365,1699.451032
36.792565,365,1700.324025
36.599775,365,1702.238002
36.752961,365,1703.153002
36.766858,365,1704.100026
36.39116,365,1705.047039
36.756698,365,1705.965168
36.832603,365,1706.888143
36.437619,365,1708.783143
36.322486,365,1709.703143
36.822883,365,1710.521143
36.350095,365,1711.467175
36.635883,365,1712.322143
36.498311,365,1713.263171
36.766077,365,1719.550143
36.738936,365,1720.514143
36.757261,365,1721.406143
36.663778,365,1722.316662
36.476076,365,1723.276662
36.692856,365,1725.229661
36.68652,365,1726.040663
36.820715,365,1726.954661
36.60998,365,1727.878662
36.6504,365,1728.761662
36.7258,365,1729.705661
36.801527,365,1731.621661
36.618084,365,1732.520661
36.700275,365,1733.500662
36.470399,365,1734.315661
36.476958,365,1735.274662
36.67289,365,1737.200717
36.76193,365,1738.165718
36.755064,365,1739.042717
36.794159,365,1739.883742
36.513876,365,1740.791718
36.818249,365,1741.694749
36.528831,365,1743.595743
36.725385,365,1744.546718
36.771895,365,1745.459717
36.575741,365,1746.282717
36.622337,365,1747.21474
36.839065,365,1752.413718
36.748347,365,1754.183751
36.676352,365,1755.048718
36.753704,365,1755.938718
36.497504,365,1756.918741
36.35196,365,1757.876743
36.290599,365,1759.769718
36.684766,365,1760.678717
36.723447,365,1761.589717
36.500692,365,1762.530718
36.509154,365,1763.465717
36.485768,365,1764.359748
36.797722,365,1766.286718
36.714924,365,1767.167717
36.768187,365,1768.074748
36.788561,365,1768.907741
36.546522,365,1769.775743
36.751073,365,1770.607748
36.764403,365,1772.510718
36.458411,365,1773.46775
35.857624,365,1774.423717
36.526695,365,1775.350757
36.581657,365,1776.215749
36.592421,365,1778.145718
36.830178,365,1778.983752
36.564286,365,1779.894718
36.78219,365,1780.792749
36.674878,365,1781.665718
36.495786,365,1786.786566
36.474269,365,1788.704543
36.781398,365,1789.576567
36.173271,365,1790.506579
36.483674,365,1791.432544
36.704829,365,1792.333118
36.420568,365,1794.196629
36.112309,365,1795.147629
36.715073,365,1795.973667
36.321164,365,1796.904629
36.625904,365,1797.784653
36.672308,365,1798.705655
36.385891,365,1800.541653
36.74974,365,1801.400629
36.745816,365,1802.284629
36.560383,365,1803.167629
36.550495,365,1804.118629
36.288047,365,1805.12763
36.492285,365,1807.02763
36.709564,365,1807.93066
36.822038,365,1808.826629
36.480486,365,1809.748629
36.620432,365,1810.663662
36.593423,365,1812.453655
36.759869,365,1813.282659
36.757823,365,1814.189629
36.664099,365,1815.026629
36.678444,365,1820.069658
36.465148,365,1821.006653
36.802693,365,1822.858187
36.737412,365,1823.735138
36.618255,365,1824.599139
36.758928,365,1825.508163
36.425524,365,1826.473138
36.588202,365,1828.354138
36.503678,365,1829.325138
36.603103,365,1830.265137
36.69808,365,1831.169163
36.362158,365,1832.061139
36.571369,365,1832.997216
36.808514,365,1834.837184
36.46421,365,1835.772184
36.776883,365,1836.622207
36.732152,365,1837.489184
36.704864,365,1838.364693
36.74253,365,1839.285358
36.422007,365,1841.205657
36.531145,365,1842.059165
36.379657,365,1843.003514
36.718305,365,1843.893547
36.750629,365,1844.809515
36.574053,365,1846.758539
36.580296,365,1847.648515
36.393291,365,1848.662514
36.703273,365,1853.751514
36.640974,365,1854.674515
36.685612,365,1855.502546
36.515484,365,1857.386514
36.673486,365,1858.257049
36.471293,365,1859.159073
36.767937,365,1860.085049
36.786661,365,1861.011049
36.591301,365,1862.904049
36.349252,365,1863.851074
35.916414,365,1864.794049
36.18572,365,1865.761049
36.665224,365,1866.656049
36.626203,365,1867.60459
36.433586,365,1869.474257
36.611899,365,1870.195231
36.660608,365,1871.234232
36.738111,365,1872.174232
36.621618,365,1873.059258
36.350539,365,1873.981232
36.301434,365,1875.830232
36.44486,365,1876.805232
36.744154,365,1877.713294
36.313794,365,1878.68029
36.332163,365,1879.576287
36.035452,365,1881.444295
36.695074,365,1882.292289
36.688472,365,1883.228295
36.141586,365,1888.027263
36.75712,365,1888.865263
36.714939,365,1889.850263
36.742103,365,1891.677293
36.634253,365,1892.615263
36.457234,365,1893.594797
36.701095,365,1894.544827
36.501846,365,1895.411797
36.765269,365,1896.230797
36.650378,365,1898.110335
36.514163,365,1899.044344
36.372545,365,1899.997339
36.550343,365,1900.92631
36.738954,365,1901.836309
36.623087,365,1903.749309
36.732744,365,1904.66534
36.194155,365,1905.559334
36.158965,365,1906.52731
36.49975,365,1907.524309
36.617895,365,1908.39731
36.714055,365,1910.25135
36.586568,365,1911.148309
36.473404,365,1912.033334
36.587166,365,1912.941434
36.603393,365,1913.806434
36.384785,365,1915.668408
36.387506,365,1916.564436
36.169316,365,1921.725408
35.95777,365,1922.59712
36.394889,365,1923.562694
35.710511,365,1924.398694
36.448666,365,1926.350693
35.698756,365,1927.294693
36.15992,365,1928.271281
36.574065,365,1929.10228
35.782755,365,1929.93228
36.53879,365,1930.880287
35.700949,365,1932.747281
36.202556,365,1933.626249
36.175107,365,1934.425284
35.737314,365,1935.330272
35.529562,365,1936.253249
36.077058,365,1938.162274
35.698388,365,1939.069249
36.300298,365,1940.004273
36.728828,365,1940.89628
34.107726,365,1941.788279
36.174303,365,1942.698273
36.394825,365,1944.571282
36.08893,365,1945.431251
36.498763,365,1946.32225
36.363229,365,1947.241283
35.688342,365,1948.127249
35.392588,365,1949.985249
33.82979,365,1950.912249
36.179963,365,1956.160823
35.765971,365,1957.054795
35.917872,365,1957.995826
35.848503,365,1958.946826
35.766783,365,1960.868795
36.451973,365,1961.778795
35.609829,365,1962.803826
36.406051,365,1963.660826
35.987027,365,1964.585795
36.588163,365,1965.486795
36.667329,365,1967.334825
36.506522,365,1968.247795
36.69125,365,1969.152794
36.615256,365,1970.045795
35.906766,365,1970.821825
36.420642,365,1972.730795
36.518548,365,1973.692827
36.722426,365,1974.581825
36.725238,365,1975.545826
36.514125,365,1976.436824
36.603245,365,1977.332825
36.646923,365,1979.194803
36.573463,365,1980.134824
36.695496,365,1981.069832
36.814422,365,1981.871795
36.737981,365,1982.690802
36.729318,365,1984.531794
36.49408,365,1989.711824
36.552917,365,1990.681825
36.664044,365,1991.534795
36.670064,365,1992.47583
36.810673,365,1993.406369
36.702918,365,1995.311368
36.657836,365,1996.171368
36.652804,365,1997.034368
36.71183,365,1997.859368
36.686177,365,1998.769406
36.738769,365,1999.675409
36.178609,365,2001.538398
36.381809,365,2002.424368
36.449051,365,2003.258906
36.698436,365,2004.193874
36.423703,365,2005.04439
36.429321,365,2006.897624
36.618533,365,2007.716341
36.580141,365,2008.625332
36.513178,365,2009.5163
36.633949,365,2010.40333
36.651565,365,2011.3423
36.412139,365,2013.070608
36.552888,365,2014.014601
36.560388,365,2014.936338
36.110225,365,2015.891586
36.603692,365,2016.802793
36.360066,365,2021.78163
36.26444,365,2023.632755
36.690889,365,2024.55973
36.419049,365,2025.57873
36.605975,365,2026.457761
36.435076,365,2027.373754
36.754438,365,2029.254753
36.703441,365,2030.142772
36.488721,365,2031.078753
36.451278,365,2032.00773
36.633365,365,2032.85873
36.579802,365,2033.790798
36.558237,365,2035.693773
36.6363,365,2036.602804
36.254614,365,2037.502804
36.51945,365,2038.519776
36.670908,365,2039.545775
36.387943,365,2041.590774
36.688775,365,2042.566774
36.557633,365,2043.452798
36.580085,365,2044.388801
36.176932,365,2045.333804
36.165577,365,2046.272774
36.668391,365,2048.132805
36.234634,365,2049.033774
36.431888,365,2049.919774
36.461422,365,2050.834802
36.431469,365,2051.711773
36.461949,365,2056.869836
36.640006,365,2058.771874
36.165339,365,2059.755888
36.614401,365,2060.713874
36.658731,365,2061.630874
36.340658,365,2062.562874
36.38807,365,2064.379874
36.471806,365,2065.266873
36.019024,365,2066.276873
36.667284,365,2067.091899
36.583396,365,2067.906901
36.562187,365,2068.79752
36.293792,365,2070.674575
35.916313,365,2071.591794
36.259318,365,2072.555211
36.651205,365,2073.48921
36.560372,365,2074.385178
36.408271,365,2076.288177
36.429069,365,2077.209303
36.635711,365,2078.15834
36.546721,365,2079.10234
35.900639,365,2079.99834
36.338292,365,2080.85134
36.755137,365,2082.62434
36.173251,365,2083.492341
36.493758,365,2084.47934
36.434786,365,2085.365375
36.304521,365,2090.348377
36.121025,365,2091.344371
36.646486,365,2093.21334
36.557708,365,2094.17534
36.654281,365,2095.00634
36.618892,365,2095.90334
36.311489,365,2096.80034
36.072829,365,2098.694878
36.241631,365,2099.632853
36.645402,365,2100.564853
36.540135,365,2101.473854
36.463374,365,2102.366877
36.55152,365,2103.329882
36.426413,365,2105.274883
36.700744,365,2106.115877
36.586447,365,2107.031853
36.41763,365,2107.978896
36.506587,365,2108.887895
36.448132,365,2110.710895
36.424167,365,2111.592926
36.305028,365,2112.555926
36.599538,365,2113.426895
36.31316,365,2114.388924
36.716084,365,2115.352895
36.287964,365,2117.266926
36.495224,365,2118.100927
36.640079,365,2119.002458
36.64634,365,2119.987459
36.672061,365,2125.066459
36.37324,365,2125.937456
36.627702,365,2127.772457
36.696448,365,2128.670457
36.567581,365,2129.65946
36.504305,365,2130.612468
36.484163,365,2131.675456
36.746522,365,2133.530433
36.26803,365,2134.404433
36.666147,365,2135.303457
36.308844,365,2136.230468
36.55088,365,2137.097457
36.551956,365,2138.023432
36.373903,365,2139.955464
36.24915,365,2140.907433
36.671606,365,2141.809433
36.399905,365,2142.777433
36.399084,365,2143.728433
36.410955,365,2144.682433
36.658071,365,2146.538433
36.593343,365,2147.438433
36.098614,365,2148.144464
35.667499,365,2148.98394
35.985574,365,2149.91797
36.61595,365,2151.711971
36.129456,365,2152.487963
36.161867,365,2153.383965
36.295299,365,2158.44694
36.572545,365,2159.425972
36.369513,365,2160.392971
36.321775,365,2162.183964
36.44508,365,2163.078963
35.996169,365,2164.018492
35.785221,365,2165.011492
36.201038,365,2165.958515
36.633081,365,2167.814492
36.165774,365,2168.753522
36.730091,365,2169.559099
36.507439,365,2170.471101
36.617403,365,2171.305092
36.568807,365,2172.223098
36.700574,365,2174.040067
36.617883,365,2174.918067
36.657407,365,2175.813067
36.490783,365,2176.7291
36.705663,365,2177.607092
36.592952,365,2178.603099
36.634225,365,2180.49209
36.540257,365,2181.424098
36.714397,365,2182.356091
36.631354,365,2183.234067
36.558735,365,2184.160653
36.546311,365,2186.042652
36.63834,365,2186.975663
36.615424,365,2192.054638
36.624245,365,2192.997217
36.573189,365,2193.890193
36.665561,365,2194.72428
36.723609,365,2196.570304
36.596521,365,2197.48828
36.687284,365,2198.43439
36.260503,365,2199.36999
36.429962,365,2200.200964
36.546111,365,2202.048964
36.513951,365,2202.956002
36.509794,365,2203.883003
34.639817,365,2204.772035
36.654174,365,2205.727084
36.474512,365,2206.663084
36.690209,365,2208.445109
36.625545,365,2209.30262
36.594984,365,2210.183889
36.645158,365,2211.085793
36.407779,365,2212.049788
36.509274,365,2213.033787
36.510911,365,2214.796762
35.301794,365,2215.737787
34.910344,365,2216.582855
36.015285,365,2217.485855
35.804554,365,2218.416854
36.529619,365,2220.245855
36.510194,365,2221.233855
36.485045,365,2226.167014
36.601257,365,2227.141014
36.494306,365,2228.02899
36.652003,365,2228.92299
36.635035,365,2230.756084
36.543322,365,2231.644205
35.335679,365,2232.581258
33.228014,365,2233.394352
35.688924,365,2234.346897
34.818212,365,2236.167977
36.564036,365,2237.007109
36.476841,365,2237.91417
36.489929,365,2238.808164
35.837623,365,2239.676165
36.540004,365,2240.613171
36.648621,365,2242.468319
36.630049,365,2243.276399
35.374604,365,2244.197393
36.642599,365,2245.059364
36.332462,365,2246.013364
36.280888,365,2246.9134
36.546427,365,2248.797387
36.555175,365,2249.711364
36.325666,365,2250.64439
36.681858,365,2251.482405
36.351579,365,2252.310389
36.656348,365,2254.188364
35.490269,365,2259.253428
36.477997,365,2260.22344
36.653826,365,2261.038402
36.64784,365,2261.843402
36.64643,365,2262.730402
36.544997,365,2264.622402
36.556143,365,2265.473434
36.006578,365,2266.351434
36.639119,365,2267.260403
36.402576,365,2268.134444
36.561693,365,2269.090403
36.025732,365,2270.962402
36.109061,365,2271.782403
36.660133,365,2272.672432
36.503333,365,2273.607436
36.253925,365,2274.59945
36.54425,365,2276.459439
36.532652,365,2277.339417
36.499232,365,2278.345447
36.511145,365,2279.21444
36.712083,365,2280.118436
36.655105,365,2281.031437
36.647899,365,2282.898459
36.600435,365,2283.858436
36.684009,365,2284.791437
36.67766,365,2285.721463
36.683018,365,2286.568437
36.584888,365,2288.421437
36.49862,365,2293.559438
36.67011,365,2294.494521
36.517106,365,2295.371484
36.229772,365,2296.364508
36.703605,365,2297.266483
36.664412,365,2299.145508
36.706558,365,2300.059483
36.695015,365,2301.047507
36.663324,365,2301.909483
36.643515,365,2302.859513
36.65696,365,2303.781483
36.683408,365,2305.607507
36.255608,365,2306.548538
36.545777,365,2307.494507
36.378107,365,2308.283535
36.707585,365,2309.113508
36.535556,365,2310.935508
36.265232,365,2311.670508
36.374048,365,2312.630532
36.669333,365,2313.469538
36.441508,365,2314.351532
36.682037,365,2315.19808
36.589412,365,2317.05308
36.679271,365,2317.931111
36.690247,365,2318.81311
36.480262,365,2319.718672
36.488685,365,2320.51864
36.643623,365,2326.658713
36.56336,365,2327.598713
36.644783,365,2328.539748
36.674136,365,2329.415743
36.648915,365,2330.318713
36.49574,365,2331.280737
36.465539,365,2333.136227
36.688045,365,2334.041258
36.538024,365,2334.913265
36.341307,365,2335.856266
36.689387,365,2336.688297
36.705095,365,2337.581266
36.545387,365,2339.471266
36.703314,365,2340.331292
36.674588,365,2341.234297
36.568548,365,2342.121265
36.701789,365,2343.02634
36.556257,365,2344.88631
36.606604,365,2345.685334
36.541339,365,2346.567334
36.635635,365,2347.570341
36.693685,365,2348.392309
36.592343,365,2349.356352
36.487458,365,2351.305347
36.745298,365,2352.15534
36.660103,365,2352.94031
36.579073,365,2353.765347
36.503773,365,2358.742311
36.443202,365,2360.653901
36.668472,365,2361.601925
36.694587,365,2362.527901
36.711194,365,2363.365901
36.693727,365,2364.243901
36.271467,365,2365.182901
36.38905,365,2367.053925
36.676891,365,2367.909923
36.693777,365,2368.803901
36.651902,365,2369.704901
36.688159,365,2370.565901
36.478236,365,2371.458902
36.423576,365,2373.352901
36.556846,365,2374.255925
36.698246,365,2375.130901
36.684381,365,2376.064901
36.693443,365,2376.920901
36.226465,365,2378.817411
36.725662,365,2379.700411
36.685259,365,2380.65741
36.621785,365,2381.575411
36.63363,365,2382.54045
36.732946,365,2383.489411
36.663172,365,2385.374435
36.600627,365,2386.283411
36.727721,365,2387.114435
36.711315,365,2388.020411
36.709664,365,2392.871447
36.476275,365,2393.867411
36.695326,365,2395.582411
36.739796,365,2396.490446
36.507461,365,2397.445444
36.766858,365,2398.299411
36.3791,365,2399.255412
36.585486,365,2401.157411
36.594255,365,2402.116412
36.694491,365,2403.053412
36.681999,365,2403.918435
36.727272,365,2404.839411
36.512131,365,2405.734411
36.510763,365,2407.585435
36.616732,365,2408.475411
36.746686,365,2409.383411
36.461104,365,2410.352437
36.518257,365,2411.316441
36.672341,365,2413.196442
36.60739,365,2414.104442
36.71171,365,2414.958411
36.523956,365,2415.935438
36.349634,365,2416.781411
36.630024,365,2417.728411
36.67545,365,2419.566434
36.740494,365,2420.485411
36.702148,365,2421.43744
36.699352,365,2426.427446
36.687731,365,2427.325435
36.507448,365,2428.227515
36.45536,365,2429.94649
36.776872,365,2430.783517
36.758128,365,2431.663523
36.734216,365,2432.526521
36.799728,365,2433.426491
36.755174,365,2435.151998
36.746527,365,2436.055023
36.670146,365,2436.917998
36.769363,365,2437.814761
36.530456,365,2438.819737
36.78556,365,2439.676768
36.747028,365,2441.560294
36.721098,365,2442.488295
36.487022,365,2443.458319
36.786311,365,2444.347317
36.78636,365,2445.130295
36.737938,365,2446.942768
36.758848,365,2447.822503
36.796027,365,2448.671686
36.69656,365,2449.563
36.825636,365,2450.442969
36.665791,365,2451.383013
36.489603,365,2453.254014
36.731284,365,2454.169675
36.799888,365,2455.076316
36.836276,365,2460.135053
36.328794,365,2461.102027
36.765835,365,2462.00906
36.752641,365,2463.911093
36.566581,365,2464.842117
36.771762,365,2465.778124
36.793333,365,2466.643092
36.692855,365,2467.520117
36.640666,365,2469.387092
36.749677,365,2470.197092
36.553707,365,2471.166092
36.758644,365,2472.031092
36.615473,365,2472.964093
36.529747,365,2473.898092
36.769991,365,2475.786123
36.701269,365,2476.724092
36.371274,365,2477.705092
36.829971,365,2478.600091
36.740455,365,2479.477092
36.45813,365,2481.401093
36.800667,365,2482.257117
36.842048,365,2483.156131
36.507689,365,2484.145154
36.708245,365,2485.062162
36.613051,365,2485.929131
36.658136,365,2487.709154
36.733811,365,2488.557132
36.649507,365,2493.683155
36.773426,365,2494.607155
36.380326,365,2495.512157
36.788861,365,2496.423131
36.715758,365,2498.310154
36.251251,365,2499.250163
36.484643,365,2500.371163
36.833031,365,2501.219158
36.8062,365,2502.135132
36.43331,365,2504.023131
36.456495,365,2504.931132
36.789328,365,2505.833131
36.791104,365,2506.722131
36.845074,365,2507.570131
36.790336,365,2508.490154
36.495204,365,2510.387161
36.8087,365,2511.338131
36.775918,365,2512.233131
36.486132,365,2513.119133
36.795594,365,2513.911131
36.441159,365,2514.878132
36.790715,365,2516.723156
36.461249,365,2517.617131
36.766124,365,2518.488171
36.579664,365,2519.427161
36.445446,365,2520.352131
36.737887,365,2522.214156
36.80323,365,2527.261074
36.819356,365,2528.130075
36.790505,365,2529.030105
36.685537,365,2530.040074
36.770833,365,2530.9211
36.763742,365,2532.739139
36.809809,365,2533.603163
36.438829,365,2534.591139
36.760846,365,2535.452202
36.438773,365,2536.44417
36.782537,365,2538.36017
36.647944,365,2539.307201
36.745765,365,2540.25617
36.728281,365,2541.19217
36.721571,365,2542.061193
36.525251,365,2543.023203
36.855483,365,2544.898202
36.813966,365,2545.822201
36.693231,365,2546.660202
36.791674,365,2547.54917
36.713327,365,2548.478193
36.596522,365,2549.438203
36.81561,365,2551.297194
36.605864,365,2552.148201
36.671173,365,2553.09017
36.432243,365,2554.01417
36.775753,365,2554.832201
36.432367,365,2556.70017
36.791518,365,2561.664196
36.729146,365,2562.516194
36.830157,365,2563.28817
36.506263,365,2564.28217
36.523488,365,2565.197194
36.478485,365,2566.97817
36.488524,365,2567.942201
36.83588,365,2568.80117
36.799715,365,2569.720172
36.776722,365,2570.681201
36.895013,365,2572.46517
36.42846,365,2573.3752
36.826698,365,2574.31317
36.895837,365,2575.10617
36.790157,365,2576.004255
36.890323,365,2576.861255
36.806568,365,2578.776285
36.772238,365,2579.659285
36.708812,365,2580.519287
36.801669,365,2581.383255
36.601592,365,2582.335254
36.664061,365,2583.262324
36.778272,365,2585.140292
36.770704,365,2586.075293
36.789051,365,2587.016316
36.618319,365,2587.967326
36.824479,365,2588.745324
36.648718,365,2594.63726
36.695641,365,2595.521258
36.73346,365,2596.431256
36.731117,365,2597.347254
36.789218,365,2598.24623
36.785892,365,2599.06826
36.66457,365,2600.88626
36.787897,365,2601.811263
36.886431,365,2602.69323
36.719238,365,2603.642252
36.889246,365,2604.534254
36.706781,365,2606.38623
36.653817,365,2607.295229
36.825361,365,2608.25423
36.730521,365,2609.179254
36.684193,365,2610.13623
36.238079,365,2611.050268
36.881444,365,2612.893254
36.858797,365,2613.839252
36.782439,365,2614.77323
36.868368,365,2615.65223
36.62713,365,2616.554247
36.905846,365,2617.445248
36.750836,365,2619.34728
36.819633,365,2620.272248
37.023115,365,2621.202248
36.93864,365,2622.139272
36.832288,365,2627.030255
36.260493,365,2628.965254
36.765763,365,2629.890255
36.336313,365,2630.899255
36.691497,365,2631.831255
36.740037,365,2632.737321
36.938954,365,2633.610317
36.383438,365,2635.517326
36.705144,365,2636.462309
36.369606,365,2637.39531
36.775147,365,2638.22131
36.803828,365,2639.190339
36.781923,365,2641.05031
36.861309,365,2641.97631
36.791991,365,2642.891357
36.658879,365,2643.829357
36.922853,365,2644.640357
36.752213,365,2645.571381
36.755864,365,2647.430396
36.521837,365,2648.39942
36.664745,365,2649.311396
36.943105,365,2650.166396
36.826115,365,2651.056396
36.725796,365,2651.932396
36.85857,365,2653.834419
36.895536,365,2654.795426
36.736717,365,2655.637396
36.829713,365,2656.495395
36.914596,365,2661.451396
36.711056,365,2663.378396
36.436264,365,2664.329425
36.786612,365,2665.282397
36.959134,365,2666.228421
36.687702,365,2666.999396
36.861734,365,2667.804396
36.709475,365,2669.677422
36.416944,365,2670.609396
36.612997,365,2671.536427
36.74416,365,2672.468396
36.873293,365,2673.382396
36.79258,365,2674.212396
36.983132,365,2676.049396
36.813809,365,2676.942396
36.845823,365,2677.838426
36.908923,365,2678.681397
36.809349,365,2679.45342
36.729331,365,2681.300396
36.866066,365,2682.165396
36.586691,365,2683.01842
36.321899,365,2684.011427
36.446817,365,2684.934395
36.609366,365,2685.794396
36.953148,365,2687.700396
36.836004,365,2688.621397
36.75152,365,2689.532396
36.756503,365,2694.469397
36.728929,365,2695.380428
36.795042,365,2697.185396
36.727945,365,2698.049396
36.724964,365,2698.941395
36.934758,365,2699.846396
36.649002,365,2700.782396
36.854338,365,2701.620397
36.846271,365,2703.42842
36.842023,365,2704.244396
36.818404,365,2705.152396
36.736232,365,2706.087507
